INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (1, NULL, 9, NULL, 202.80, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (21, 105, NULL, NULL, 661.70, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (22, NULL, 14, NULL, 599.01, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (22, NULL, 11, NULL, 236.38, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (22, NULL, 9, 9, 299.18, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (23, 125, NULL, 13, 345.23, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (23, NULL, 2, NULL, 1479.09, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (24, NULL, 13, NULL, 605.34, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (24, 59, NULL, NULL, 594.12, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (24, 104, NULL, NULL, 607.96, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (25, NULL, 18, NULL, 1064.41, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (25, 4, NULL, 18, 308.41, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (26, 36, NULL, NULL, 953.81, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (26, 52, NULL, NULL, 449.52, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (27, NULL, 5, NULL, 431.87, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (27, NULL, 14, NULL, 368.60, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (27, NULL, 4, NULL, 389.31, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (28, 81, NULL, 12, 3822.92, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (29, 144, NULL, 11, 1154.92, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (29, NULL, 4, NULL, 426.44, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (30, 44, NULL, NULL, 4359.61, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (31, NULL, 2, NULL, 347.40, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (32, 56, NULL, 13, 346.06, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (33, 103, NULL, 20, 1334.63, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (33, NULL, 2, NULL, 1221.04, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (33, 56, NULL, 18, 442.02, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (34, NULL, 13, 19, 365.15, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (34, 165, NULL, NULL, 696.66, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (34, NULL, 12, NULL, 281.12, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (35, 131, NULL, NULL, 535.43, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (35, 10, NULL, NULL, 333.13, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (36, NULL, 16, 1, 1087.97, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (37, NULL, 20, NULL, 2725.08, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (37, 115, NULL, NULL, 2214.16, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (38, 56, NULL, 19, 953.75, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (38, 50, NULL, NULL, 2677.03, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (39, 77, NULL, 12, 301.88, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (39, 38, NULL, NULL, 408.01, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (40, NULL, 18, 6, 204.21, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (40, NULL, 10, NULL, 417.74, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (40, NULL, 20, NULL, 1029.13, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (41, 13, NULL, 10, 398.30, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (41, 120, NULL, 2, 483.43, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (41, 147, NULL, NULL, 937.05, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (42, 122, NULL, NULL, 1234.57, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (42, NULL, 7, NULL, 570.83, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (43, NULL, 2, NULL, 2184.59, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (43, 130, NULL, NULL, 1485.54, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (44, 139, NULL, NULL, 1646.03, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (44, 38, NULL, NULL, 356.71, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (44, 69, NULL, NULL, 807.39, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (45, 97, NULL, 9, 523.48, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (45, NULL, 1, NULL, 734.37, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (46, NULL, 15, 10, 542.20, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (46, NULL, 11, NULL, 556.80, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (47, NULL, 10, 3, 218.46, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (47, 85, NULL, 9, 315.56, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (47, NULL, 13, NULL, 403.81, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (48, NULL, 19, 8, 1086.37, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (49, NULL, 5, 14, 454.44, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (49, NULL, 18, 8, 319.37, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (49, 157, NULL, NULL, 435.77, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (50, NULL, 10, 10, 736.05, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (50, 147, NULL, 12, 457.57, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (50, NULL, 10, 12, 303.86, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (51, NULL, 8, NULL, 1054.49, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (52, NULL, 6, NULL, 4030.63, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (53, NULL, 20, NULL, 235.10, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (53, 99, NULL, NULL, 217.06, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (54, NULL, 4, NULL, 506.22, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (54, NULL, 8, NULL, 359.29, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (55, NULL, 16, NULL, 352.07, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (55, 108, NULL, NULL, 311.96, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (55, NULL, 5, 10, 1430.77, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (56, 112, NULL, 13, 386.10, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (56, NULL, 17, NULL, 353.52, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (56, NULL, 16, NULL, 190.21, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (57, 144, NULL, NULL, 693.84, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (57, 60, NULL, NULL, 1947.27, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (58, NULL, 5, 18, 287.82, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (58, 156, NULL, NULL, 1016.91, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (58, 155, NULL, NULL, 940.44, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (59, NULL, 6, NULL, 757.04, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (60, 126, NULL, NULL, 738.51, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (61, NULL, 8, 1, 187.17, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (61, 128, NULL, NULL, 196.07, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (61, 21, NULL, 11, 103.90, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (62, NULL, 13, 6, 805.70, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (62, 10, NULL, NULL, 928.04, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (63, NULL, 1, NULL, 182.27, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (63, 35, NULL, 6, 891.88, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (63, NULL, 10, NULL, 264.37, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (64, NULL, 7, NULL, 925.96, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (65, NULL, 11, 5, 1801.75, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (66, 54, NULL, NULL, 1944.78, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (67, 144, NULL, 13, 1033.40, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (68, NULL, 4, NULL, 299.31, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (68, NULL, 11, NULL, 310.11, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (69, 154, NULL, 9, 265.58, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (69, NULL, 2, NULL, 184.47, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (70, NULL, 2, 15, 630.34, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (70, NULL, 14, 14, 855.93, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (71, 157, NULL, NULL, 613.52, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (72, 115, NULL, 10, 723.42, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (73, 15, NULL, 8, 284.85, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (74, 67, NULL, 3, 1072.11, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (75, 31, NULL, NULL, 1897.30, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (76, 161, NULL, NULL, 761.72, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (77, NULL, 19, 4, 766.90, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (77, NULL, 4, 6, 301.25, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (77, NULL, 3, NULL, 402.13, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (78, NULL, 14, 7, 2808.88, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (79, 33, NULL, NULL, 424.89, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (79, NULL, 3, 20, 720.78, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (79, 133, NULL, NULL, 1067.26, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (80, NULL, 3, NULL, 946.22, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (80, 15, NULL, NULL, 1069.80, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (81, 34, NULL, NULL, 4878.34, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (82, NULL, 20, NULL, 1604.02, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (83, 9, NULL, 11, 555.44, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (83, 89, NULL, NULL, 197.92, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (84, NULL, 13, NULL, 1839.14, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (84, 103, NULL, NULL, 846.94, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (85, NULL, 13, NULL, 412.35, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (86, NULL, 1, NULL, 526.79, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (86, 141, NULL, NULL, 597.47, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (87, NULL, 13, 20, 820.41, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (88, NULL, 6, NULL, 407.51, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (88, 154, NULL, NULL, 577.58, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (88, NULL, 16, NULL, 679.27, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (89, 131, NULL, NULL, 2095.81, 2);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (90, 157, NULL, NULL, 107.67, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (90, 97, NULL, NULL, 162.94, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (90, NULL, 6, NULL, 94.28, 4);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (91, 48, NULL, 5, 1437.10, 3);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (92, 141, NULL, NULL, 1043.06, 1);
INSERT INTO Detalle_Facturas (id_factura, id_entrada, id_producto, id_promocion, precio_unitario, cantidad) VALUES (92, NULL, 6, 6, 295.53, 4);
